url,Course Title,Course Headline,Instructor,off_price,orig_price,Rating,Number of Ratings,Course Length,Number of Lectures,Difficulity,Subscribers
https://www.udemy.com/course/learn-ethical-hacking-from-scratch/,Learn Ethical Hacking From Scratch,Become an ethical hacker that can hack computer systems like black hat hackers and secure them like security experts.,"Zaid Sabih, z Security",17.99,99.99,4.6,98625,15.5,143,All Levels,459448 
https://www.udemy.com/course/aws-certified-solutions-architect-associate-saa-c02/,Ultimate AWS Certified Solutions Architect Associate 2021,Pass the AWS Certified Solutions Architect Associate Certification SAA-C02. Complete Amazon Web Services Cloud training!,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",15.99,89.99,4.7,95400,27,368,All Levels,399272 
https://www.udemy.com/course/aws-certified-cloud-practitioner-new/,[NEW] Ultimate AWS Certified Cloud Practitioner - 2021,"Pass the Amazon Web Services Certified Cloud Practitioner CLF-C01 exam, Practice Exams included with explanations!","Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",14.99,84.99,4.7,61370,14,252,Beginner,289608 
https://www.udemy.com/course/new-comptia-a-2019-certification-1001-the-total-course/,TOTAL: CompTIA A+ Certification (220-1001).,"Course 1: Everything you need to pass the A+ Certification Core 1 (220-1001) Exam, from Mike Meyers and Total Seminars.","Total Seminars • 750,000+ Enrollments, Mike Meyers",20.99,119.99,4.7,48413,17.5,131,Beginner,116933 
https://www.udemy.com/course/aws-certified-developer-associate-dva-c01/,Ultimate AWS Certified Developer Associate 2021 - NEW!,Become an AWS Certified Developer! Learn all Amazon Web Services Developer topics. PASS the AWS Certified Developer Exam,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",14.99,89.99,4.7,47350,32.5,428,All Levels,252455 
https://www.udemy.com/course/az900-azure/,AZ-900: Microsoft Azure Fundamentals Exam Prep - MAY 2021,"Learn the fundamentals of Azure, and get certified, with this complete beginner's AZ-900 course, includes practice test!","Scott Duffy  • 550.000+ Students, Software Architect.ca",15.99,49.99,4.5,39080,5,67,Beginner,149409 
https://www.udemy.com/course/the-complete-internet-security-privacy-course-volume-1/,The Complete Cyber Security Course : Hackers Exposed!,"Volume 1 : Become a Cyber Security Specialist, Learn How to Stop Hackers, Prevent Hacking,  Learn IT Security &  INFOSEC",Nathan House,19.99,109.99,4.6,38225,12,124,All Levels,208148 
https://www.udemy.com/course/microsoft-azure-beginners-guide/,Microsoft Azure - Beginner's Guide + AZ-900 -  2021,Beginning your journey on Microsoft Azure,Alan Rodrigues,17.99,99.99,4.5,36744,15,201,Beginner,140171 
https://www.udemy.com/course/learn-kubernetes/,Kubernetes for the Absolute Beginners - Hands-on,"Learn Kubernetes in simple, easy and fun way with hands-on coding exercises. For beginners in DevOps.","Mumshad Mannambeth, KodeKloud Training",17.99,99.99,4.7,35485,5.5,56,Beginner,129898 
https://www.udemy.com/course/complete-networking-fundamentals-course-ccna-start/,The Complete Networking Fundamentals Course. Your CCNA start,Learn about networking and start your journey to Cisco 200-301 Certification.,David Bombal,14.99,19.99,4.6,31150,80,685,Beginner,140638 
https://www.udemy.com/course/certified-kubernetes-administrator-with-practice-tests/,Certified Kubernetes Administrator (CKA) with Practice Tests,Prepare for the Certified Kubernetes Administrators Certification with live practice tests right in your browser - CKA,"Mumshad Mannambeth, KodeKloud Training",17.99,99.99,4.7,31137,18.5,258,All Levels,130689 
https://www.udemy.com/course/the-complete-oracle-sql-certification-course/,The Complete Oracle SQL Certification Course,"Don't Just Learn the SQL Language, Become Job-Ready and Launch Your Career as a Certified Oracle SQL Developer!",Imtiaz Ahmad,17.99,99.99,4.6,29582,16.5,71,All Levels,112924 
https://www.udemy.com/course/learn-linux-in-5-days/,Learn Linux in 5 Days and Level Up Your Career,Use the in-demand Linux skills you learn in this course to get promoted or start a new career as a Linux professional.,Jason Cannon,15.99,89.99,4.5,28997,13.5,83,All Levels,137977 
https://www.udemy.com/course/blockchain-and-bitcoin-fundamentals/,Blockchain and Bitcoin Fundamentals,Learn the key elements of blockchain and Bitcoin in this bestselling video course and accompanying PDF glossary.,George Levy,17.99,94.99,4.6,28462,3,39,Beginner,87897 
https://www.udemy.com/course/learn-docker/,Docker for the Absolute Beginner - Hands On - DevOps,Learn Docker with Hands On Coding Exercises. For beginners in DevOps,"Mumshad Mannambeth, KodeKloud Training",17.99,99.99,4.7,28401,4.5,49,Beginner,115086 
https://www.udemy.com/course/penetration-testing/,The Complete Ethical Hacking Course: Beginner to Advanced!,"Learn how to do ethical hacking, penetration testing, web testing, and wifi hacking using kali linux!","Ermin Kreponic, Aldin Omerdic",17.99,99.99,4.1,28341,25,113,All Levels,283820 
https://www.udemy.com/course/70534-azure/,AZ-303 Azure Architecture Technologies Exam Prep 2021,Prove your Azure Architect Technology skills to the world. Complete AZ-303 course. Update as of SEP 2021.,"Scott Duffy  • 550.000+ Students, Software Architect.ca",14.99,69.99,4.5,25682,12.5,152,Intermediate,125263 
https://www.udemy.com/course/70533-azure/,AZ-104 Microsoft Azure Administrator Exam Certification 2021,Prove your AZ-104 Microsoft Azure Administrator skills to the world. Updated as of SEP 2021.,"Scott Duffy  • 550.000+ Students, Software Architect.ca",14.99,39.99,4.6,25341,12.5,162,Intermediate,115539 
https://www.udemy.com/course/securityplus/,CompTIA Security+ (SY0-601) Complete Course & Exam,CompTIA Security+ (SY0-601) Bootcamp - Your preparation for the world's best cybersecurity certification!,"Jason Dion • 600,000+ Enrollments Worldwide, Dion Training Solutions • ATO for ITIL & PRINCE2",17.99,99.99,4.7,24998,21.5,274,All Levels,88847 
https://www.udemy.com/course/ccna-on-demand-video-boot-camp/,CCNA 2020 200-125 Video Boot Camp With Chris Bryant,"Join The 90,000+ Students Who Are Learning Real-World Skills AND Earning Their CCNA!",Chris Bryant,14.99,19.99,4.7,24753,62.5,467,Beginner,103417 
https://www.udemy.com/course/comptia-network-cert-n10-007-the-total-course/,TOTAL: CompTIA Network+ Certification (N10-007),"Everything you need to pass the CompTIA Network+ Exam (N10-007) from Mike Meyers, CompTIA expert and bestselling author.","Total Seminars • 750,000+ Enrollments, Mike Meyers",20.99,119.99,4.7,23694,23,172,All Levels,91811 
https://www.udemy.com/course/learn-ansible/,Ansible for the Absolute Beginner - Hands-On - DevOps,This course introduces Ansible to the absolute beginner in DevOps. Practice Ansible with coding exercises in browser.,"Mumshad Mannambeth, KodeKloud Training",18.99,99.99,4.6,23527,2.5,32,Beginner,88675 
https://www.udemy.com/course/salesforce-administrator/,[NEW] Complete Salesforce Administrator Certification Course,Updated August 2021 - Aligns with Latest Salesforce Exam - 60 Question Salesforce Practice Test Included!,"Mike Wheeler, Aaron Wheeler, Evan Wheeler, Zeke Wheeler",17.99,99.99,4.6,23006,32,380,All Levels,81866 
https://www.udemy.com/course/isms-awareness/,Information Security Awareness-ISO 27001:2013,Information Security Literate-Cyber security awareness course,infySEC Global,17.99,74.99,4.5,21512,1,39,All Levels,32908 
https://www.udemy.com/course/the-absolute-beginners-guide-to-information-cyber-security/,The Absolute Beginners Guide to Cyber Security 2021 - Part 1,"Learn Cyber Security concepts such as hacking, malware, firewalls, worms, phishing, encryption, biometrics, BYOD & more",Alexander Oni,21.99,99.99,4.6,20207,4,58,Beginner,49475 
https://www.udemy.com/course/cisco-ccent-icnd1-100-105-complete-course-sims-and-gns3/,Cisco CCNA 200-301 Exam: Complete Course with practical labs,The complete course to help you prepare and pass Cisco's newest CCNA 200-301 exam. Everything you need: Theory and labs,David Bombal,14.99,19.99,4.7,19859,79,687,Beginner,158705 
https://www.udemy.com/course/spring-tutorial-for-beginners/,Spring Framework Master Class - Java Spring the Modern Way,"Learn the magic of Java Spring Framework with Spring Boot, Spring JDBC, Spring AOP, Hibernate, JUnit & Mockito",in28Minutes Official,21.99,129.99,4.4,19706,12,138,All Levels,107756 
https://www.udemy.com/course/aws-certified-associate-architect-developer-sysops-admin/,Amazon Web Services (AWS) Certified - 4 Certifications!,"Videos, labs & practice exams - AWS Certified (Solutions Architect, Developer, SysOps Administrator, Cloud Practitioner)","BackSpace Academy, Paul Coady",14.99,89.99,4.5,19193,44.5,194,All Levels,118295 
https://www.udemy.com/course/linux-command-line-volume1/,Linux Command Line Basics,This is an introductory course to the Linux command Line. It's great for both Linux beginners and advanced Linux users.,Ahmed Alkabary,14.99,89.99,4.5,19194,5,42,All Levels,156949 
https://www.udemy.com/course/linux-administration-bootcamp/,Linux Administration Bootcamp: Go from Beginner to Advanced,Learn Red Hat Linux & CentOS: Use the in-demand skills to start a career as a Linux Server Admin or Linux Administrator!,Jason Cannon,18.99,109.99,4.5,18358,9,75,All Levels,86514 
https://www.udemy.com/course/aws-certified-cloud-practitioner-training-course/,AWS Certified Cloud Practitioner - Complete NEW Course 2021,Get your AWS Certified Cloud Practitioner certification in 20 days! Includes guided hands-on exercises & practice exam,"Neal Davis | AWS Certified Solutions Architect & Developer, Digital Cloud Training | AWS Certified Cloud Practitioner AWS Certified Solutions Architect, AWS Developer Associate",14.99,89.99,4.7,17794,12,199,Beginner,65796 
https://www.udemy.com/course/istqb-certified-tester-foundation-level-ctfl/,Certified Tester ISTQB Foundation Level (CTFL) -Updated 2021,Be an ISTQB certified tester and Learn the basics of Software testing principles and techniques from the first trial,Maged Koshty,16.99,94.99,4.4,17441,8.5,92,All Levels,54828 
https://www.udemy.com/course/plc-programming-from-scratch/,PLC Fundamentals (Level I),This course will give a person with no prior experience the basic tools necessary to create a PLC program from scratch.,Paul Lynn,19.99,,4.6,17248,21.5,99,Beginner,53551 
https://www.udemy.com/course/aws-essentials-z/,AWS Essentials,"Learn from AWS technical instructors about the AWS Platform, global infrastructure, security, and the core services.",Amazon Web Services (AWS),14.99,89.99,4.3,16431,3.5,61,Beginner,57181 
https://www.udemy.com/course/linux-mastery/,Linux Mastery: Master the Linux Command Line in 11.5 Hours,Learn the Linux Command Line from Scratch and Improve your Career with the World's Most Fun Project-Based Linux Course!,"Ziyad Yehia, Internet of Things Academy",19.99,109.99,4.7,16272,11.5,72,Beginner,83725 
https://www.udemy.com/course/70532-azure/,AZ-204 Developing for Microsoft Azure Exam Prep,The most complete course available on the Microsoft Azure developer exam AZ-204 with timed practice test.,"Scott Duffy  • 550.000+ Students, Software Architect.ca",14.99,39.99,4.5,15796,10,127,Intermediate,82151 
https://www.udemy.com/course/az-900-azure-exam-prep-understanding-cloud-concepts/,AZ-900 Exam-Prep: Microsoft Azure Fundamentals (OCT 2021),"AZ-900 Course Includes 5 Hours of Video Lectures, Interactive Labs, Realistic AZ-900 Exam Simulator, Flash Cards, & More","Thomas Mitchell (70,000+ Students), labITout.com Learning",15.99,19.99,4.5,15565,5,71,Beginner,57901 
https://www.udemy.com/course/networkplus/,CompTIA Network+ (N10-007) Full Course & Practice Exam,CompTIA Network+ (N10-007) Bootcamp - Certification preparation course on the most popular networking certification!,"Jason Dion • 600,000+ Enrollments Worldwide, Dion Training Solutions • ATO for ITIL & PRINCE2",15.99,89.99,4.7,14909,14.5,103,All Levels,53815 
https://www.udemy.com/course/google-cloud-platform-gcp-fundamentals-for-beginners/,Google Cloud Platform (GCP) Fundamentals for Beginners,Learn How to Use Key GCP Services From the Ground Up Through Hands-On Demos and Detailed Use Cases!,Janakiram MSV,14.99,24.99,4.4,14876,4,90,Beginner,50318 
https://www.udemy.com/course/service-management-itil-4/,Introduction to Service Management,"Learn about service management, four dimensions, guiding principles, service value system, and ITSM best practices","Jason Dion • 600,000+ Enrollments Worldwide, Dion Training Solutions • ATO for ITIL & PRINCE2",17.99,49.99,4.4,13819,2,24,Beginner,45233 
https://www.udemy.com/course/new-comptia-a-2019-certification-1002-the-total-course/,TOTAL: CompTIA A+ Certification (220-1002).,"Course 2: Everything you need to pass the A+ Certification Core 2 (220-1002) Exam, from Mike Meyers and Total Seminars.","Total Seminars • 750,000+ Enrollments, Mike Meyers",23.99,129.99,4.8,13397,15,106,Beginner,82182 
https://www.udemy.com/course/learn-devops-the-complete-kubernetes-course/,Learn DevOps: The Complete Kubernetes Course,"Kubernetes will run and manage your containerized applications. Learn how to build, deploy, use, and maintain Kubernetes",Edward Viaene,17.99,39.99,4.5,13225,14,146,All Levels,88397 
https://www.udemy.com/course/api-and-web-service-introduction/,API and Web Service Introduction,"Includes API, Web Services using REST, JSON, XML, HTTP, SOAP, OAuth, OpenID Connect, Postman and Python",Nate Ross,16.99,94.99,4.6,12972,6.5,55,Beginner,43707 
https://www.udemy.com/course/complete-linux-training-course-to-get-your-dream-it-job/,Complete Linux Training Course to Get Your Dream IT Job 2021,"The BEST Linux Administration course that prepares you for corporate jobs and for RHCSA, RHCE, LFCS, CLNP certifications","Imran Afzal (300,000+ students)",21.99,129.99,4.6,12971,33,237,All Levels,70557 
https://www.udemy.com/course/learn-website-hacking-penetration-testing-from-scratch/,Website Hacking / Penetration Testing & Bug Bounty Hunting,Become a bug bounty hunter! Hack websites & web applications like black hat hackers and secure them like experts.,"Zaid Sabih, z Security",16.99,94.99,4.6,12537,10,99,All Levels,82683 
https://www.udemy.com/course/network-security-course/,The Complete Cyber Security Course : Network Security!,"Volume 2 : Network Security, WiFi Security, WiFi Hackers, Firewalls, Wireshark, Secure Networking. + Password Managers",Nathan House,17.99,99.99,4.5,11889,12.5,106,All Levels,132507 
https://www.udemy.com/course/scrum-course-udemy/,The Complete Agile Scrum Fundamentals Course + Certification,"Agile Scrum from A to Z: Scrum a Project Management methodology, Scrum Fundamentals, Scrum concepts & Agile Scrum tools",Mauricio Rubio - Agile Guru & Founder of AgileKB | AgileLee & Ureducation,17.99,99.99,4.4,11704,16,101,Beginner,68904 
https://www.udemy.com/course/six-sigma-white-belt/,Certified Six Sigma White Belt,"Start your Six Sigma journey with the best selling instructor for White, Yellow, Green and Black Belt courses",Sandeep Kumar ­,17.99,39.99,4.6,11616,1,15,Beginner,58891 
https://www.udemy.com/course/python-complete-bootcamp-2019-learn-by-applying-knowledge/,Python Bootcamp 2021 Build 15 working Applications and Games,"Learn complete python with basics, data science, data visualisation, desktop graphical applications and python for web.",Dev Nirwal,17.99,99.99,4.4,11623,32,378,All Levels,471846 
https://www.udemy.com/course/azure-devops-for-beginners/,Azure DevOps Fundamentals for Beginners,"Learn How to Plan, Manage, and Deploy Your Very First Azure DevOps Application Through Hands-On Demos and Use Cases!",Brian Culp,14.99,89.99,4.5,10845,3.5,44,Intermediate,42365 
https://www.udemy.com/course/agile-scrum-for-beginners-scrum-master-certification-preparation/,Scrum for beginners + Scrum Master Certification Preparation,"Learn Scrum & prepare for your Agile/Scrum Master certification, like PSM™ I (UNOFFICIAL) based on the Scrum Guide™ 2020","Valentin Despa, Learn with Valentine",15.99,34.99,4.7,10493,5,105,All Levels,40220 
https://www.udemy.com/course/salesforce-certified-administrator-201-2017/,Salesforce Certified Administrator (aka 201) 2021,Updated Sept 2021 - Want to pass the Salesforce Admin Exam? with a focused course including mock test and best practice?,"Francis Pindar | Salesforce Certified Architect & 7x Salesforce MVP, Admin To Architect",17.99,99.99,4.5,9925,19.5,122,Beginner,45865 
https://www.udemy.com/course/microsoft-certified-azure-administrator/,AZ-104 Microsoft Azure Administrator Certification 2021,Prepare for your Microsoft AZ-104 exam.,Alan Rodrigues,14.99,89.99,4.6,9916,23.5,309,All Levels,43712 
https://www.udemy.com/course/ultimate-aws-certified-sysops-administrator-associate/,Ultimate AWS Certified SysOps Administrator Associate 2021,Become an AWS Certified SysOps Administrator Associate SOA-C02! Learn all Amazon Web Services SysOps certification topic,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",14.99,89.99,4.7,9609,25,352,All Levels,61273 
https://www.udemy.com/course/windows-server-2016/,Microsoft Windows Server 2016 Training for Beginners,"Install Windows Server 2016, Build a Windows Domain, Domain Controller, Learn DHCP, Install Windows 10, and much more...",Paul Hill,17.99,99.99,4.5,9416,6.5,72,All Levels,53505 
https://www.udemy.com/course/six-sigma-green-belt-including-microsoft-excel-application/,"Certified Lean Six Sigma Green Belt, BKO Accredited Training","Accredited academic Lean Six Sigma White, Yellow, Green & Six Sigma Black Belt training and Lean Six Sigma certification",Six Sigma Academy Amsterdam,17.99,99.99,4.6,9414,6.5,62,All Levels,29899 
https://www.udemy.com/course/mockito-tutorial-with-junit-examples/,Learn Java Unit Testing with Junit & Mockito in 30 Steps,Learn Mockito and JUnit - the most popular Java unit testing and mocking frameworks - with 25 Examples,in28Minutes Official,14.99,89.99,4.4,9239,5,38,All Levels,44262 
https://www.udemy.com/course/comptiacsaplus/,CompTIA CySA+ (CS0-002) Complete Course & Practice Exam,"Pass the CompTIA Cybersecurity Analyst+ (CS0-002) exam on your 1st attempt, includes a full practice exam!","Jason Dion • 600,000+ Enrollments Worldwide, Dion Training Solutions • ATO for ITIL & PRINCE2",17.99,99.99,4.7,8804,32.5,302,Intermediate,40168 
https://www.udemy.com/course/selenium-with-c/,Selenium WebDriver Masterclass with C#,Build Your Own Automation Framework And Learn Everything About Selenium WebDriver. Zero Previous Knowledge Required.,Nikolay Advolodkin,14.99,89.99,4.2,8649,29.5,471,All Levels,26478 
https://www.udemy.com/course/cissp-domain-1-2/,CISSP Certification: CISSP Domain 1 & 2 Boot Camp UPDATED 21,"Take the Domain 1 and 2 2021 CISSP certifications boot camp: Get 6 hours of video, study guides, and practice questions.","Thor Pedersen | 240,000+ Enrollments Worldwide, ThorTeaches.com LLC",14.99,89.99,4.5,8354,6,51,All Levels,34834 
https://www.udemy.com/course/70-461-session-2-querying-microsoft-sql-server-2012/,"70-461, 761: Querying Microsoft SQL Server with Transact-SQL","From Tables and SELECT queries to advanced SQL. SQL Server 2012, 2014, 2016, 2017, 2019, exams 70-461 and 70-761",Phillip Burton,15.99,89.99,4.5,8272,30,280,Beginner,42394 
https://www.udemy.com/course/aws-data-analytics/,AWS Certified Data Analytics Specialty 2021 - Hands On!,"Practice exam included! AWS DAS-C01 certification prep course with exercises. Kinesis, EMR, DynamoDB, Redshift and more!","Sundog Education by Frank Kane, Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer, Frank Kane, Sundog Education Team",14.99,89.99,4.6,8226,14,157,Intermediate,54564 
https://www.udemy.com/course/linux-shell-scripting-projects/,Linux Shell Scripting: A Project-Based Approach to Learning,"Learn how to shell script through project-based training (Bash Scripting, Bash Programming, Sed, Grep, Awk, and More)",Jason Cannon,17.99,99.99,4.6,8183,12,48,All Levels,59269 
https://www.udemy.com/course/active-directory-group-policy-2012/,Active Directory & Group Policy Lab,Learn REAL job skills and stack your resume with the experience you will gain in this course!,Paul Hill,16.99,94.99,4.6,8122,7,74,All Levels,44620 
https://www.udemy.com/course/az-102-azure-administrator-certification-transition/,AZ-303 Azure Architect Technologies Certification 2021,Microsoft AZ-303 Preparation Course,Alan Rodrigues,14.99,89.99,4.6,7981,27.5,317,All Levels,41671 
https://www.udemy.com/course/java-web-services/,Java Web Services,"Learn how to design,create , consume and secure SOAP   and REST web services  from scratch in easy steps.",Bharath Thippireddy,14.99,29.99,4.5,7913,18,340,All Levels,37200 
https://www.udemy.com/course/learn-openshift/,OpenShift for the Absolute Beginners - Hands-on,"Get started with OpenShift quickly with lectures, demos, quizzes and hands-on coding exercises right in your browser","Mumshad Mannambeth, KodeKloud Training",15.99,89.99,4.4,7855,3,41,Beginner,39647 
https://www.udemy.com/course/ccnpallinone/,CCNP All-in-1 Video Boot Camp With Chris Bryant,"Earn Your CCNP With Chris Bryant ! Pass SWITCH 300-115, ROUTE 300-101, and TSHOOT 300-135!",Chris Bryant,21.99,49.99,4.7,7829,62,438,Intermediate,43466 
https://www.udemy.com/course/master-microsoft-powershell/,Master Microsoft PowerShell,Unleash the Power of PowerShell. Amazing skills for anyone that deals with IT.,Tom Meservy,14.99,29.99,4.5,7798,2,31,Beginner,30879 
https://www.udemy.com/course/comptia-220-1001-exam/,"CompTIA A+ (220-1001) Test Prep, Exams and Simulations",Pass the CompTIA A+ (220-1001) Core 1 exam with help from an expert in the field!,"Jason Dion • 600,000+ Enrollments Worldwide, Dion Training Solutions • ATO for ITIL & PRINCE2",17.99,99.99,4.7,7767,3,20,Beginner,29998 
https://www.udemy.com/course/introduction-to-computer-networks/,Introduction to Computer Networks for Non-Techies,Learn the Fundamentals of Computer Networking for Non-Techies,"Alton Hardin | 100,000+ Enrollments Worldwide",16.99,94.99,4.6,7755,18,207,All Levels,36603 
https://www.udemy.com/course/mastering-ansible/,Mastering Ansible,A complete guide to configuration management and orchestration with Ansible.,Chris Lunsford,14.99,29.99,4.3,7715,5,55,All Levels,36391 
https://www.udemy.com/course/tableau-2018-tableau-10-qualified-associate-certification/,Tableau Certified Associate/Specialist Desktop Certification,"From beginners to skills needed for Certified Associate or Desktop Specialist certifications. Tableau 2021, 2020, 2019",Phillip Burton,17.99,99.99,4.6,7667,14,157,Beginner,31978 
https://www.udemy.com/course/1m-cyber-security-awareness/,The Beginners 2021 Cyber Security Awareness Training Course,"Learn to Spot Targeted Email Phishing, Social Engineering Attacks, Hacker Tactics, Browser & Mobile Threats & Much More",Reza Zaheri,14.99,89.99,4.6,7426,3.5,58,Beginner,14680 
https://www.udemy.com/course/introduction-to-cloud-computing-on-amazon-aws-for-beginners/,Introduction to Cloud Computing on Amazon AWS for Beginners,Learn Cloud Computing concepts and AWS Basics. Master AWS fundamentals and hands-on skills on Amazon Web Services (AWS),"Neal Davis | AWS Certified Solutions Architect & Developer, Digital Cloud Training | AWS Certified Cloud Practitioner AWS Certified Solutions Architect, AWS Developer Associate",14.99,24.99,4.6,7394,8,93,Beginner,78505 
https://www.udemy.com/course/programming-for-kids/,Programming for Kids and Beginners: Learn to Code in Scratch,"Now with Scratch 3.0: learn to program, create games, have fun in Scratch! For kids and beginners, parents and teachers!",Daniel Ciocîrlan,17.99,49.99,4.7,7215,7.5,38,Beginner,23764 
https://www.udemy.com/course/linuxforbeginners/,Linux for Beginners,An Introduction to the Linux Operating System and Command Line,Jason Cannon,14.99,89.99,4.5,7127,7.5,76,All Levels,29778 
https://www.udemy.com/course/mavencrashcourse/,Maven Crash Course,Create a multi module maven java web applicaiton project in easy steps,Bharath Thippireddy,14.99,19.99,4.5,7079,5.5,112,All Levels,43771 
https://www.udemy.com/course/azure-fundamentals-az-900-certification/,Azure Fundamentals: AZ-900 Certification +Practice Questions,Course update: October 2021,Kevin Brown,14.99,24.99,4.5,7037,6.5,127,Beginner,23293 
https://www.udemy.com/course/learn-advanced-c-programming/,Learn Advanced C++ Programming,"Discover intermediate to advanced C++, including C++ 11's fantastic additions to the C++ standard.",John Purcell,14.99,34.99,4.5,7017,15,105,Intermediate,43035 
https://www.udemy.com/course/azure-devops-for-project-managers-analyst/,Azure DevOps Boards for Project Managers/Analyst/Developers,Microsoft Project Management tool Azure DevOps Boards. TFS / VSTS is now Azure DevOps.,Patrick Videos,14.99,19.99,4.5,7015,1.5,9,Beginner,21214 
https://www.udemy.com/course/aws-certified-solutions-architect-associate-hands-on/,NEW AWS Certified Solutions Architect Associate 2021 SAA-C02,NEW Course Sept 2021 - AWS Certified Solutions Architect Associate + AWS Solutions Architect Associate Practice Test,"Neal Davis | AWS Certified Solutions Architect & Developer, Digital Cloud Training | AWS Certified Cloud Practitioner AWS Certified Solutions Architect, AWS Developer Associate",14.99,89.99,4.6,6964,21.5,288,All Levels,37387 
https://www.udemy.com/course/aws-solutions-architect-professional/,Ultimate AWS Certified Solutions Architect Professional 2021,Be AWS Certified Solutions Architect Professional. Full Amazon Web Services Solution Architecture deep-dive for SAP-C01,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",14.99,89.99,4.6,6946,13,132,Expert,60103 
https://www.udemy.com/course/system-center-configuration-manager/,Microsoft SCCM/Endpoint Configuration Manager for Beginners,"The fluff-free SCCM course that shows you how to install and administrate SCCM within your network, screen-by-screen","Paul Hill, Robert Hill",16.99,94.99,4.7,6902,9.5,104,All Levels,29079 
https://www.udemy.com/course/newccnax-200-120/,New CCNAx 200-125 Routing and Switching,Includes everything you will need to fully prepare for your new CCNA R/S certification,sikandar Shaik,19.99,,4.8,6897,31.5,158,All Levels,93994 
https://www.udemy.com/course/sap-mm-training/,SAP MM Training - in Plain English,You know English ? That's more than enough to learn SAP MM,Siva Prasad,17.99,99.99,4.5,6679,26,200,Beginner,28099 
https://www.udemy.com/course/computer-forensics-fundamentals/,Computer Forensics Fundamentals,"An introduction to Computer Forensics, to demonstrate the process of going from the crime scene to the court room.",John Boyle,14.99,49.99,4.4,6584,1,18,Beginner,14213 
https://www.udemy.com/course/it-fundamentals-fc0-u61-the-total-course/,TOTAL: CompTIA IT Fundamentals ITF+ (FCO-U61).,"What EVERY USER needs to know about basic IT concepts, troubleshooting devices, and identifying/preventing security risk","Total Seminars • 750,000+ Enrollments, Scott Jernigan",14.99,49.99,4.6,6561,5,64,Beginner,16213 
https://www.udemy.com/course/mastering-microcontroller-with-peripheral-driver-development/,Mastering Microcontroller and Embedded Driver Development,"(MCU1) Learn bare metal driver development using Embedded C: Writing drivers for STM32 GPIO,I2C,SPI,USART  from scratch","FastBit Embedded Brain Academy, Kiran Nayak",16.99,34.99,4.6,6269,28.5,277,All Levels,32722 
https://www.udemy.com/course/lean-six-sigma-white-belt-certification/,Six Sigma: Certified Lean Six Sigma White Belt (Accredited),Six Sigma White Belt Certification (Accredited) | Your Six Sigma Journey with White Belt & Seven Basic Tools of Quality,Advanced Innovation Group Pro Excellence (AIGPE),14.99,19.99,4.5,6237,2,34,Beginner,18270 
https://www.udemy.com/course/rest-api/,"REST API Design, Development & Management","Learn the REST API Concepts, Design best practices, Security practices, Swagger 2.0/OAI, Hands on API Management",Rajeev Sakhuja,14.99,74.99,4.5,6208,7.5,60,All Levels,32325 
https://www.udemy.com/course/arduino-sbs-17gs/,Arduino Step by Step: Getting Started,The original comprehensive course designed for new Arduino Makers,Dr. Peter Dalmaris,16.99,94.99,4.6,6178,16.5,128,Beginner,30631 
https://www.udemy.com/course/junit-tutorial-for-beginners-with-java-examples/,Learn Java Unit Testing with JUnit 5 in 20 Steps,JUnit tutorial for Beginners with examples,in28Minutes Official,14.99,89.99,4.4,6154,3,38,All Levels,50415 
https://www.udemy.com/course/aws-certified-devops-engineer-professional-hands-on/,AWS Certified DevOps Engineer Professional 2021 - Hands On!,Pass the AWS Certified DevOps Engineer Professional Certification (DOP-C01) with 20 hours of advanced hands-on videos.,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",14.99,89.99,4.7,6066,20.5,225,Intermediate,51310 
https://www.udemy.com/course/google-certified-associate-cloud-engineer-2019-prep-course/,Google Associate Cloud Engineer: Get Certified 2021,Learn How to Pass the Exam from the Guy Who Wrote the Official Certification Guide for Google,Dan Sullivan,14.99,69.99,4.5,5981,5.5,111,All Levels,69583 
https://www.udemy.com/course/aws-lambda-serverless/,AWS Lambda and the Serverless Framework - Hands On Learning!,"Develop and Deploy AWS Lambda Functions with Serverless, Learn Lambda Real World Integrations with Amazon Web Services","Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",14.99,89.99,4.6,5947,8,112,Beginner,42680 
https://www.udemy.com/course/oracle-database-12c-sql-certified-associate-1z0-071/,Oracle Database 12c SQL Certified Associate 1Z0-071,Become Oracle SQL Certified ( OCA ) / Covers ORACLE university track 100%. All the presentations & scripts are attached,Khaled Alkhudari,17.99,99.99,4.6,5877,20,183,All Levels,22946 
https://www.udemy.com/course/learning-windows-powershell/,Learning Windows PowerShell,A comprehensive guide to using Windows PowerShell for System Administrators,Infinite Skills,14.99,49.99,4.5,5864,5,62,All Levels,29068 
https://www.udemy.com/course/nginx-fundamentals/,NGINX Fundamentals: High Performance Servers from Scratch,Learn to install & configure an NGINX web server from scratch.,Ray Viljoen,14.99,89.99,4.7,5740,4,39,All Levels,28601 
